task_name,task_instance_id,path_to_task,correct_label,incorrect_label,order_appearing_in_survey,advice_source,advice,participant_id,response_1,response_2,survey_q1_perceived_advice_accuracy,survey_q2_helpfulness_of_advice,survey_q3_trust_in_advice,survey_q4_prefers_human_or_AI,survey_q5_AI_in_life,geographic_region,education,education_description,gender,age,programming_experience,socioeconomic_status,years_of_experience,job_title,perceived_accuracy
cities,cities-NewYork-8,cities/NewYork/8.jpg,NewYork,Chicago,13,human,0.7654736842105265,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-LosAngeles-5,cities/LosAngeles/5.jpg,LosAngeles,NewYork,14,human,0.7882105263157895,f2599e5635ca66a702397bd1d6c864f6,0.28,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-SanFrancisco-8,cities/SanFrancisco/8.jpg,SanFrancisco,Chicago,15,human,0.2349473684210528,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-Chicago-5,cities/Chicago/5.jpg,Chicago,NewYork,16,human,0.45726315789473704,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-LosAngeles-4,cities/LosAngeles/4.jpg,LosAngeles,NewYork,17,human,0.2669473684210526,f2599e5635ca66a702397bd1d6c864f6,0.58,0.74,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-LosAngeles-1,cities/LosAngeles/1.jpg,LosAngeles,NewYork,18,human,0.5709473684210526,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-Chicago-1,cities/Chicago/1.jpg,Chicago,NewYork,19,human,0.4395744680851066,f2599e5635ca66a702397bd1d6c864f6,0.1,0.18,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-NewYork-5,cities/NewYork/5.jpg,NewYork,SanFrancisco,20,human,0.5827368421052632,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-NewYork-2,cities/NewYork/2.jpg,NewYork,SanFrancisco,21,human,0.8277894736842106,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-Chicago-2,cities/Chicago/2.jpg,Chicago,SanFrancisco,22,human,-0.06315789473684197,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-SanFrancisco-1,cities/SanFrancisco/1.jpg,SanFrancisco,Chicago,23,human,0.5073684210526315,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-SanFrancisco-5,cities/SanFrancisco/5.jpg,SanFrancisco,LosAngeles,24,human,0.4269473684210525,f2599e5635ca66a702397bd1d6c864f6,-0.12,-0.02,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-SanFrancisco-6,cities/SanFrancisco/6.jpg,SanFrancisco,NewYork,25,human,0.2804210526315791,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-Chicago-4,cities/Chicago/4.jpg,Chicago,NewYork,26,human,-0.16463157894736835,f2599e5635ca66a702397bd1d6c864f6,0.62,0.72,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-NewYork-6,cities/NewYork/6.jpg,NewYork,Chicago,27,human,0.13978947368421046,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-SanFrancisco-3,cities/SanFrancisco/3.jpg,SanFrancisco,LosAngeles,28,human,0.5434042553191487,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-LosAngeles-8,cities/LosAngeles/8.jpg,LosAngeles,NewYork,29,human,0.5035789473684211,f2599e5635ca66a702397bd1d6c864f6,0.62,0.76,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-NewYork-1,cities/NewYork/1.jpg,NewYork,SanFrancisco,30,human,0.6155789473684212,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-LosAngeles-6,cities/LosAngeles/6.jpg,LosAngeles,Chicago,31,human,0.7911578947368421,f2599e5635ca66a702397bd1d6c864f6,1.0,1.0,74.9,0.253,0.313,-0.07200000000000006,0.858,United States,6,Undergraduate degree (BA/BSc/other),male,23,No,6,,,80
cities,cities-NewYork-7,cities/NewYork/7.jpg,NewYork,Chicago,0,human,-0.5856842105263158,d39c895ecc97e271cb7ec9fb9045ce68,1.0,-0.58,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-5,cities/Chicago/5.jpg,Chicago,NewYork,1,human,0.45726315789473704,d39c895ecc97e271cb7ec9fb9045ce68,0.52,0.6,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-8,cities/Chicago/8.jpg,Chicago,LosAngeles,2,human,0.744842105263158,d39c895ecc97e271cb7ec9fb9045ce68,0.7,1.0,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-6,cities/Chicago/6.jpg,Chicago,NewYork,3,human,0.1628865979381442,d39c895ecc97e271cb7ec9fb9045ce68,-0.48,-0.48,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-2,cities/Chicago/2.jpg,Chicago,SanFrancisco,4,human,0.736842105263158,d39c895ecc97e271cb7ec9fb9045ce68,-1.0,0.74,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-3,cities/LosAngeles/3.jpg,LosAngeles,NewYork,5,human,0.6170212765957448,d39c895ecc97e271cb7ec9fb9045ce68,-0.7,0.58,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-6,cities/LosAngeles/6.jpg,LosAngeles,Chicago,6,human,-0.008842105263157873,d39c895ecc97e271cb7ec9fb9045ce68,0.72,0.72,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-3,cities/SanFrancisco/3.jpg,SanFrancisco,LosAngeles,7,human,0.5434042553191487,d39c895ecc97e271cb7ec9fb9045ce68,0.9,1.0,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-3,cities/Chicago/3.jpg,Chicago,NewYork,8,human,0.1545833333333333,d39c895ecc97e271cb7ec9fb9045ce68,0.78,0.78,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-7,cities/SanFrancisco/7.jpg,SanFrancisco,Chicago,9,human,0.7119148936170214,d39c895ecc97e271cb7ec9fb9045ce68,0.92,1.0,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-6,cities/SanFrancisco/6.jpg,SanFrancisco,NewYork,10,human,-0.519578947368421,d39c895ecc97e271cb7ec9fb9045ce68,-0.68,-0.94,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-2,cities/NewYork/2.jpg,NewYork,SanFrancisco,11,human,0.027789473684210364,d39c895ecc97e271cb7ec9fb9045ce68,0.94,0.94,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-4,cities/NewYork/4.jpg,NewYork,LosAngeles,12,human,0.6523404255319147,d39c895ecc97e271cb7ec9fb9045ce68,1.0,1.0,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-6,cities/NewYork/6.jpg,NewYork,Chicago,13,human,0.13978947368421046,d39c895ecc97e271cb7ec9fb9045ce68,0.94,0.94,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-1,cities/NewYork/1.jpg,NewYork,SanFrancisco,14,human,0.6155789473684212,d39c895ecc97e271cb7ec9fb9045ce68,0.98,0.98,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-3,cities/NewYork/3.jpg,NewYork,LosAngeles,15,human,0.5852631578947367,d39c895ecc97e271cb7ec9fb9045ce68,0.96,0.96,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-5,cities/LosAngeles/5.jpg,LosAngeles,NewYork,16,human,-0.01178947368421046,d39c895ecc97e271cb7ec9fb9045ce68,0.98,0.98,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-1,cities/LosAngeles/1.jpg,LosAngeles,NewYork,17,human,0.5709473684210526,d39c895ecc97e271cb7ec9fb9045ce68,0.36,0.88,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-7,cities/LosAngeles/7.jpg,LosAngeles,Chicago,18,human,0.7046808510638298,d39c895ecc97e271cb7ec9fb9045ce68,0.88,0.88,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-4,cities/SanFrancisco/4.jpg,SanFrancisco,NewYork,19,human,0.7444210526315791,d39c895ecc97e271cb7ec9fb9045ce68,0.96,0.96,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-7,cities/Chicago/7.jpg,Chicago,LosAngeles,20,human,-0.04884210526315791,d39c895ecc97e271cb7ec9fb9045ce68,0.84,0.86,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-4,cities/LosAngeles/4.jpg,LosAngeles,NewYork,21,human,-0.5330526315789474,d39c895ecc97e271cb7ec9fb9045ce68,-0.86,-0.86,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-8,cities/SanFrancisco/8.jpg,SanFrancisco,Chicago,22,human,-0.5650526315789474,d39c895ecc97e271cb7ec9fb9045ce68,-0.52,-0.64,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-8,cities/LosAngeles/8.jpg,LosAngeles,NewYork,23,human,0.5035789473684211,d39c895ecc97e271cb7ec9fb9045ce68,0.68,0.86,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-5,cities/SanFrancisco/5.jpg,SanFrancisco,LosAngeles,24,human,0.4269473684210525,d39c895ecc97e271cb7ec9fb9045ce68,0.9,1.0,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-2,cities/SanFrancisco/2.jpg,SanFrancisco,LosAngeles,25,human,0.1680851063829787,d39c895ecc97e271cb7ec9fb9045ce68,0.94,0.94,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-5,cities/NewYork/5.jpg,NewYork,SanFrancisco,26,human,0.5827368421052632,d39c895ecc97e271cb7ec9fb9045ce68,0.98,0.98,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-1,cities/Chicago/1.jpg,Chicago,NewYork,27,human,0.4395744680851066,d39c895ecc97e271cb7ec9fb9045ce68,0.86,0.86,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-1,cities/SanFrancisco/1.jpg,SanFrancisco,Chicago,28,human,0.5073684210526315,d39c895ecc97e271cb7ec9fb9045ce68,0.98,0.98,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-Chicago-4,cities/Chicago/4.jpg,Chicago,NewYork,29,human,0.6353684210526316,d39c895ecc97e271cb7ec9fb9045ce68,-0.94,0.66,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-NewYork-8,cities/NewYork/8.jpg,NewYork,Chicago,30,human,0.7654736842105265,d39c895ecc97e271cb7ec9fb9045ce68,0.92,1.0,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-LosAngeles-2,cities/LosAngeles/2.jpg,LosAngeles,SanFrancisco,31,human,0.5688421052631578,d39c895ecc97e271cb7ec9fb9045ce68,0.82,0.94,87.8,0.869,0.6849999999999999,0.796,0.89,United States,6,Undergraduate degree (BA/BSc/other),female,27,No,7,,,80
cities,cities-SanFrancisco-8,cities/SanFrancisco/8.jpg,SanFrancisco,Chicago,0,human,-0.16505263157894734,d99e42c58e16bdb37e06d5e64d095fff,-1.0,-1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-3,cities/SanFrancisco/3.jpg,SanFrancisco,LosAngeles,1,human,0.5434042553191487,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-4,cities/LosAngeles/4.jpg,LosAngeles,NewYork,2,human,-0.13305263157894742,d99e42c58e16bdb37e06d5e64d095fff,-1.0,-1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-2,cities/Chicago/2.jpg,Chicago,SanFrancisco,3,human,0.736842105263158,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-8,cities/Chicago/8.jpg,Chicago,LosAngeles,4,human,0.744842105263158,d99e42c58e16bdb37e06d5e64d095fff,0.42,0.9,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-5,cities/Chicago/5.jpg,Chicago,NewYork,5,human,0.45726315789473704,d99e42c58e16bdb37e06d5e64d095fff,0.0,0.44,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-1,cities/NewYork/1.jpg,NewYork,SanFrancisco,6,human,0.21557894736842131,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-5,cities/LosAngeles/5.jpg,LosAngeles,NewYork,7,human,0.38821052631578956,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-2,cities/LosAngeles/2.jpg,LosAngeles,SanFrancisco,8,human,0.1688421052631579,d99e42c58e16bdb37e06d5e64d095fff,0.1,0.1,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-4,cities/Chicago/4.jpg,Chicago,NewYork,9,human,0.23536842105263167,d99e42c58e16bdb37e06d5e64d095fff,0.32,0.68,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-3,cities/Chicago/3.jpg,Chicago,NewYork,10,human,-0.24541666666666673,d99e42c58e16bdb37e06d5e64d095fff,0.02,-0.92,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-2,cities/NewYork/2.jpg,NewYork,SanFrancisco,11,human,0.4277894736842105,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-7,cities/SanFrancisco/7.jpg,SanFrancisco,Chicago,12,human,0.3119148936170215,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-1,cities/Chicago/1.jpg,Chicago,NewYork,13,human,0.4395744680851066,d99e42c58e16bdb37e06d5e64d095fff,-0.04,0.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-5,cities/SanFrancisco/5.jpg,SanFrancisco,LosAngeles,14,human,0.4269473684210525,d99e42c58e16bdb37e06d5e64d095fff,-0.22,0.02,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-7,cities/Chicago/7.jpg,Chicago,LosAngeles,15,human,0.3511578947368421,d99e42c58e16bdb37e06d5e64d095fff,0.6,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-8,cities/LosAngeles/8.jpg,LosAngeles,NewYork,16,human,0.5035789473684211,d99e42c58e16bdb37e06d5e64d095fff,-0.02,0.2,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-7,cities/LosAngeles/7.jpg,LosAngeles,Chicago,17,human,0.7046808510638298,d99e42c58e16bdb37e06d5e64d095fff,0.3,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-7,cities/NewYork/7.jpg,NewYork,Chicago,18,human,-0.18568421052631578,d99e42c58e16bdb37e06d5e64d095fff,0.04,-0.06,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-5,cities/NewYork/5.jpg,NewYork,SanFrancisco,19,human,0.5827368421052632,d99e42c58e16bdb37e06d5e64d095fff,0.98,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-3,cities/NewYork/3.jpg,NewYork,LosAngeles,20,human,0.1852631578947368,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-1,cities/LosAngeles/1.jpg,LosAngeles,NewYork,21,human,0.5709473684210526,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-2,cities/SanFrancisco/2.jpg,SanFrancisco,LosAngeles,22,human,-0.23191489361702133,d99e42c58e16bdb37e06d5e64d095fff,0.02,-0.14,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-6,cities/SanFrancisco/6.jpg,SanFrancisco,NewYork,23,human,-0.119578947368421,d99e42c58e16bdb37e06d5e64d095fff,0.02,-0.04,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-4,cities/SanFrancisco/4.jpg,SanFrancisco,NewYork,24,human,0.7444210526315791,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-Chicago-6,cities/Chicago/6.jpg,Chicago,NewYork,25,human,-0.23711340206185583,d99e42c58e16bdb37e06d5e64d095fff,0.02,-0.18,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-8,cities/NewYork/8.jpg,NewYork,Chicago,26,human,0.3654736842105266,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-1,cities/SanFrancisco/1.jpg,SanFrancisco,Chicago,27,human,0.5073684210526315,d99e42c58e16bdb37e06d5e64d095fff,0.0,0.14,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-6,cities/NewYork/6.jpg,NewYork,Chicago,28,human,-0.26021052631578956,d99e42c58e16bdb37e06d5e64d095fff,-0.02,-0.06,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-6,cities/LosAngeles/6.jpg,LosAngeles,Chicago,29,human,0.39115789473684215,d99e42c58e16bdb37e06d5e64d095fff,1.0,1.0,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-LosAngeles-3,cities/LosAngeles/3.jpg,LosAngeles,NewYork,30,human,0.21702127659574466,d99e42c58e16bdb37e06d5e64d095fff,-0.06,-0.02,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-NewYork-4,cities/NewYork/4.jpg,NewYork,LosAngeles,31,human,0.2523404255319148,d99e42c58e16bdb37e06d5e64d095fff,-0.02,0.26,84.0,0.6940000000000001,0.7150000000000001,1.0,0.837,United States,6,Undergraduate degree (BA/BSc/other),male,29,No,5,,,80
cities,cities-SanFrancisco-2,cities/SanFrancisco/2.jpg,SanFrancisco,LosAngeles,0,ai,0.1680851063829787,4c3d5f1b9d4af95fa8c7af2980cd329e,0.98,0.98,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-LosAngeles-5,cities/LosAngeles/5.jpg,LosAngeles,NewYork,1,ai,0.38821052631578956,4c3d5f1b9d4af95fa8c7af2980cd329e,0.98,0.96,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-LosAngeles-6,cities/LosAngeles/6.jpg,LosAngeles,Chicago,2,ai,0.39115789473684215,4c3d5f1b9d4af95fa8c7af2980cd329e,-0.96,0.96,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-LosAngeles-8,cities/LosAngeles/8.jpg,LosAngeles,NewYork,3,ai,-0.29642105263157903,4c3d5f1b9d4af95fa8c7af2980cd329e,-0.96,-0.96,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-LosAngeles-4,cities/LosAngeles/4.jpg,LosAngeles,NewYork,4,ai,-0.5330526315789474,4c3d5f1b9d4af95fa8c7af2980cd329e,-0.96,-0.96,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-SanFrancisco-4,cities/SanFrancisco/4.jpg,SanFrancisco,NewYork,5,ai,0.7444210526315791,4c3d5f1b9d4af95fa8c7af2980cd329e,0.98,0.98,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-SanFrancisco-7,cities/SanFrancisco/7.jpg,SanFrancisco,Chicago,6,ai,0.7119148936170214,4c3d5f1b9d4af95fa8c7af2980cd329e,-0.98,0.98,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-NewYork-3,cities/NewYork/3.jpg,NewYork,LosAngeles,7,ai,0.5852631578947367,4c3d5f1b9d4af95fa8c7af2980cd329e,1.0,1.0,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
cities,cities-Chicago-1,cities/Chicago/1.jpg,Chicago,NewYork,8,ai,-0.36042553191489357,4c3d5f1b9d4af95fa8c7af2980cd329e,0.98,1.0,61.0,0.28300000000000003,0.47000000000000003,-0.496,0.258,United States,4,High school diploma/A-levels,male,19,No,4,,,80
